Map,Name,Description,Class,Subclass,PMIDS
map04260,Cardiac muscle contraction,"Contraction of the heart is a complex process initiated by the electrical excitation of cardiac myocytes (excitation-contraction coupling, ECC). In cardiac myocytes, Ca2+ influx induced by activation of voltage-dependent L-type Ca channels (DHP receptors) upon membrane depolarization triggers the release of Ca2+ via Ca2+ release channels (ryanodine receptors) of sarcoplasmic reticulum (SR) through a Ca2+ -induced Ca release (CICR) mechanism. Ca2+ ions released via the CICR mechanism diffuse through the cytosolic space to contractile proteins to bind to troponinC resulting in the release of inhibition induced by troponinI. The Ca2+ binding to troponinC thereby triggers the sliding of thin and thick filaments, that is, the activation of a crossbridge and subsequent cardiac force development and/or cell shortening. Recovery occurs as Ca2+ is pumped out of the cell by the Na+/Ca2+ exchanger (NCX) or is returned to the sarcoplasmic reticulum (SR) by sarco(endo)plasmic Ca2+ -ATPase (SERCA) pumps on the non-junctional region of the SR.",Organismal Systems, Circulatory system,"['10747208', '11294886', '11805843', '12763850', '14659803', '15736582', '16096350', '16552170', '16701909', '16799263', '17988210', '18981594', '19403607', '28596175']"
map04261,Adrenergic signaling in cardiomyocytes,"Cardiac myocytes express at least six subtypes of adrenergic receptor (AR) which include three subtypes of beta-AR (beta-1, beta-2, beta-3) and three subtypes of the alpha-1-AR (alpha-1A, alpha-1B, and alpha-1C). In the human heart the beta-1-AR is the pre- dominate receptor. Acute sympathetic stimulation of cardiac beta-1-ARs induces positive inotropic and chronotropic effects, the most effective mechanism to acutely increase output of the heart, by coupling to Gs, formation of cAMP by adenylyl cyclase (AC), and PKA- dependent phosphorylation of various target proteins (e.g., ryanodine receptor [RyR]; phospholamban [PLB], troponin I [TnI], and the L-type Ca2+ channel [LTCC]). Chronic beta-1-AR stimulation is detrimental and induces cardiomyocyte hypertrophy and apoptosis. beta-2-AR coupled to Gs exerts a proapoptotic action as well as beta-1-AR, while beta-2-AR coupled to Gi exerts an antiapoptotic action.",Organismal Systems, Circulatory system,"['10571541', '11604549', '11805843', '12439640', '15142747', '15232578', '15765137', '15979723', '16765984', '17826821', '17988210', '18407781', '19874988', '19883653', '20658186', '20923637', '21212391', '22022314']"
map04270,Vascular smooth muscle contraction,"The vascular smooth muscle cell (VSMC) is a highly specialized cell whose principal function is contraction. On contraction, VSMCs shorten, thereby decreasing the diameter of a blood vessel to regulate the blood flow and pressure. ",Organismal Systems, Circulatory system,"['10221985', '10911373', '11165670', '11679404', '11709400', '11773611', '12060106', '12689814', '12693609', '15026027', '15269340', '15725705', '16339747', '16870827', '17158339', '17200683', '17458653', '18040024', '18552454', '18703404', '19120701', '9458738']"
map04310,Wnt signaling pathway,"Wnt proteins are secreted morphogens that are required for basic developmental processes, such as cell-fate specification, progenitor-cell proliferation and the control of asymmetric cell division, in many different species and organs. There are at least three different Wnt pathways: the canonical pathway, the planar cell polarity (PCP) pathway and the Wnt/Ca2+ pathway. In the canonical Wnt pathway, the major effect of Wnt ligand binding to its receptor is the stabilization of cytoplasmic beta-catenin through inhibition of the bea-catenin degradation complex. Beta-catenin is then free to enter the nucleus and activate Wnt-regulated genes through its interaction with TCF (T-cell factor) family transcription factors and concomitant recruitment of coactivators. Planar cell polarity (PCP) signaling leads to the activation of the small GTPases RHOA (RAS homologue gene-family member A) and RAC1, which activate the stress kinase JNK (Jun N-terminal kinase) and ROCK (RHO-associated coiled-coil-containing protein kinase 1) and leads to remodelling of the cytoskeleton and changes in cell adhesion and motility. WNT-Ca2+ signalling is mediated through G proteins and phospholipases and leads to transient increases in cytoplasmic free calcium that subsequently activate the kinase PKC (protein kinase C) and CAMKII (calcium calmodulin mediated kinase II) and the phosphatase calcineurin.",Environmental Information Processing, Signal transduction,"['11433294', '12446114', '12967557', '14530294', '14635791', '14745971', '15102436', '18838381', '19482104', '23151663', '23256519', '25808920', '28242765', '28522145', '32888647']"
map04340,Hedgehog signaling pathway,"The Hedgehog (Hh) signaling pathway has numerous roles in the control of cell proliferation, tissue patterning, stem cell maintenance and development. The primary cilium is an important center for transduction of the Hedgehog signal in vertebrates. In Hh's absence, the Ptch receptor localizes to the cilium, where it inhibits Smo activation. Gli proteins are phosphorylated by PKA, CKI and GSK3B and partially degraded into truncated Gli repressor form (GliR) that suppresses Hh target gene transcription in the nucleus. In Hh's presence, Ptch disappears from the cilium, and activated Smo contributes to the translocation of the protein complex Gli, Sufu, Kif7 to ciliary tip, where Gli dissociates from the negative regulator Sufu. The production of Gli activator form (GliA) occurs and the increased nuclear accumulation of GliA results in activation transcription of Hh target genes.",Environmental Information Processing, Signal transduction,"['18583599', '20708941', '22056910', '22534646', '23719536', '23799571', '24582806', '24925320', '26064136', '26077918', '26366162', '26875496', '27779865', '29290584']"
map04341,Hedgehog signaling pathway - fly,"Hedgehog (Hh) signaling plays essential roles in embryonic development and adult tissue homeostasis. It is first elucidated by genetic studies in Drosophila and the core of the Hh signaling pathway is conserved in evolution. The Hh signaling components include an important complex composed of Cos2, Fu, SuFu and Ci. In the absence of Hh, Ptc inhibits Smo and the complex promotes the formation of the Ci's repressor form CiR. In the presentation of Hh, binding Hh to Ptc relieves Smo repression, which results in Ci's activation and then the increased transcription of Hh target genes in the nucleus.",Environmental Information Processing, Signal transduction,"['16740475', '17102630', '18379584', '20530542', '21502959', '23719536', '26263855', '26366162']"
map04360,Axon guidance,"Axon guidance represents a key stage in the formation of neuronal network. Axons are guided by a variety of guidance factors, such as netrins, ephrins, Slits, and semaphorins. These guidance cues are read by growth cone receptors, and signal transduction pathways downstream of these receptors converge onto the Rho GTPases to elicit changes in cytoskeletal organization that determine which way the growth cone will turn.",Organismal Systems, Development and regeneration,"['11687826', '11891122', '12471249', '12677003', '14682358', '15084255', '15363605', '15630019', '15818466', '15960985', '17169551', '25374504', '26651291']"
map04361,Axon regeneration,"Many mature central nervous system (CNS) neurons in non-mammals, such as C. elegans, Drosophila, and zebrafish, are able to regenerate after injuries. The MAPK cascade, DLK-1/MKK-4/PMK-3/MAK2, is identified as an essential signaling pathway involved in axon regeneration in C. elegans. Calcium influx, which is triggered by axotomy, is implicated in DLK-1 activation. Another MAP kinase pathway, MLK-1/MEK-1/KGB-1, acts in parallel with the DLK-1 pathway to control growth-cone formation after axotomy. SVH-1, a homolog of the mammalian hepatocyte growth factor and its receptor SVH-2 function upstream of the MLK-1 pathway to promote axon regeneration. There are also inhibitors of regeneration, such as lin-12/Notch and efa-6. It is possible that the C. elegans pathways that inhibit regeneration function to stabilize the mature, uninjured nervous system.",Organismal Systems, Development and regeneration,"['18296652', '21907582', '22284174', '22284182', '22974301', '23072806', '23599470', '23599497', '23844582', '23846598', '24431434', '24440228', '24606896', '24794753', '25792136', '26339988', '26484536', '28213159']"
map04370,VEGF signaling pathway,"There is now much evidence that VEGFR-2 is the major mediator of VEGF-driven responses in endothelial cells and it is considered to be a crucial signal transducer in both physiologic and pathologic angiogenesis. The binding of VEGF to VEGFR-2 leads to a cascade of different signaling pathways, resulting in the up-regulation of genes involved in mediating the proliferation and migration of endothelial cells and promoting their survival and vascular permeability. For example, the binding of VEGF to VEGFR-2 leads to dimerization of the receptor, followed by intracellular activation of the PLCgamma;PKC-Raf kinase-MEK-mitogen-activated protein kinase (MAPK) pathway and subsequent initiation of DNA synthesis and cell growth, whereas activation of the phosphatidylinositol 3' -kinase (PI3K)-Akt pathway leads to increased endothelial-cell survival. Activation of PI3K, FAK, and p38 MAPK is implicated in cell migration signaling.",Environmental Information Processing, Signal transduction,"['11741095', '12391145', '13678960', '14641020', '14724572', '15338053', '15602010', '16104843']"
map04371,Apelin signaling pathway,"Apelin is an endogenous peptide capable of binding the apelin receptor (APJ), which was originally described as an orphan G-protein-coupled receptor. Apelin and APJ are widely expressed in various tissues and organ systems. They are implicated in different key physiological processes such as angiogenesis, cardiovascular functions, cell proliferation and energy metabolism regulation. On the other hand, this ligand receptor couple is also involved in several pathologies including diabetes, obesity, cardiovascular disease and cancer.",Environmental Information Processing, Signal transduction,"['16182514', '18272138', '19093215', '20539939', '21464822', '21725702', '22028387', '22140623', '22842084', '22995518', '23603510', '23924696', '23943882', '23973488', '24055369', '24990699', '25139773', '25164121', '25275559', '25652330', '25914650', '25931124', '26143239', '26254105', '26385179', '26607438', '26756969', '26944568', '27650065', '27825851', '27979574']"
map04380,Osteoclast differentiation,"The osteoclasts, multinucleared cells originating from the hematopoietic monocyte-macrophage lineage, are responsible for bone resorption. Osteoclastogenesis is mainly regulated by signaling pathways activated by RANK and immune receptors, whose ligands are expressed on the surface of osteoblasts. Signaling from RANK changes gene expression patterns through transcription factors like NFATc1 and characterizes the active osteoclast.",Organismal Systems, Development and regeneration,"['12110142', '12748652', '15122243', '15546140', '15817678', '16184196', '16313342', '16313349', '17380158', '17633024', '17869613', '18329366', '18382763', '18451259', '18722561', '19585227', '20392226', '20703218']"
map04390,Hippo signaling pathway,"Hippo signaling is an evolutionarily conserved signaling pathway that controls organ size from flies to humans. In humans and mice, the pathway consists of the MST1 and MST2 kinases, their cofactor Salvador and LATS1 and LATS2. In response to high cell densities, activated LATS1/2 phosphorylates the transcriptional coactivators YAP and TAZ, promoting its cytoplasmic localization, leading to cell apoptosis and restricting organ size overgrowth. When the Hippo pathway is inactivated at low cell density, YAP/TAZ translocates into the nucleus to bind to the transcription enhancer factor (TEAD/TEF) family of transcriptional factors to promote cell growth and proliferation. YAP/TAZ also interacts with other transcriptional factors or signaling molecules, by which Hippo pathway-mediated processes are interconnected with those of other key signaling cascades, such as those mediated by TGF-beta and Wnt growth factors.",Environmental Information Processing, Signal transduction,"['17975546', '18328423', '18955139', '19846288', '20439427', '20945341', '20951342', '21084559', '21138973', '21324984', '21376238', '21808241', '21874053', '22153608', '22658639', '22683405', '22750148', '22830020', '22895435', '23034192']"
map04391,Hippo signaling pathway - fly,"Hippo signaling is an evolutionarily conserved signaling pathway that controls organ size during development from flies to humans. The core of the drosophila pathway is a kinase cascade consisting of four proteins including Hippo, Salvador, Warts and Mats. Upon activation by stimuli such as high cell density in cell culture, the Hippo pathway kinase cascade phosphorylates and inhibits the transcriptional co-activator Yorkie, thereby promoting cell apoptosis and restricting organ size overgrowth. When the Hippo pathway is inactivated, Yorkie translocates into the nucleus to bind to transcriptional factors to promote cell growth and proliferation.",Environmental Information Processing, Signal transduction,"['17318211', '17975546', '18952051', '18955139', '19164949', '19517570', '19733165', '19846288', '20439427', '20452772', '20945341', '20951342', '21138973', '21145886', '21213102', '21415026', '21808241', '22035868', '22750148', '22830020']"
map04392,Hippo signaling pathway - multiple species,"Hippo signaling pathways control diverse aspects of cell proliferation, survival, and morphogenesis in eukaryotes. The core organization of these networks is conserved over a billion years of evolution, with related forms described in animals and fungi. In Drosophila and mammals, Hippo/MST co-operate with Mats/Mob1 and Salvador/WW45 to activate Warts/LATS, which negatively regulates Yorkie/YAP. Yorkie/YAP interact with Scalloped/TEAD to promote gene transcriptions and control organ size through the balance between cell proliferation and apoptosis. In C. elegans, WTS-1 YAP-1 EGL-44 axis is conserved and regulates thermotolerance and healthy lifespan. In S. cerevisiae, the LATS-related Dbf2 or Dbf20 kinase in complex with Mob1 controls mitotic exit and cytokinesis, and the Hippo/MST family of kinases, STE-20, modulates Tec1, the putative yeast TEAD ortholog.",Environmental Information Processing, Signal transduction,"['19826484', '20439427', '20951342', '21138973', '21415026', '21808241', '22525225', '22830020', '23396260', '23579499', '23843471', '24594661', '24715453', '25966461']"
map04514,Cell adhesion molecules,"Cell adhesion molecules (CAMs) are (glyco)proteins expressed on the cell surface and play a critical role in a wide array of biologic processes that include hemostasis, the immune response, inflammation, embryogenesis, and development of neuronal tissue. There are four main groups: the integrin family, the immunoglobulin superfamily, selectins, and cadherins. Membrane proteins that mediate immune cell–cell interactions fall into different categories, namely those involved in antigen recognition, costimulation and cellular adhesion. Furthermore cell-cell adhesions are important for brain morphology and highly coordinated brain functions such as memory and learning. During early development of the nervous system, neurons elongate their axons towards their targets and establish and maintain synapses through formation of cell-cell adhesions. Cell-cell adhesions also underpin axon-axon contacts and link neurons with supporting schwann cells and oligodendrocytes.",Environmental Information Processing, Signaling molecules and interaction,"['10664064', '10798271', '10964748', '11050419', '11860281', '11910893', '12234363', '12367625', '12500939', '12810109', '14519386', '14519398', '14556710', '14690046', '15056568', '15071551', '15115723', '15551862', '15561584', '15728677', '15882774', '15923648', '16034094', '9597126', '9150551']"
map04530,Tight junction,"Tight junctions (TJs) are essential for establishing a selectively permeable barrier to diffusion through the paracellular space between neighboring cells. TJs are composed of at least three types of transmembrane protein -occludin, claudin and junctional adhesion molecules (JAMs)- and a cytoplasmic 'plaque' consisting of many different proteins that form large complexes. These are proposed to be involved in junction assembly, barrier regulation, cell polarity, gene transcription, and other pathways.",Cellular Processes, Cellular community - eukaryotes,"['12042308', '15820555', '16650994', '16771626', '17182900', '17525755', '17950242', '18005931', '18094055', '18946474', '20094051', '20134025', '21283798', '21781017', '22169974', '22892070', '22896795', '22928510', '23885123', '24548561', '24651541', '25152334', '25469537', '25483301', '25757376', '27353478']"
map04540,Gap junction,"Gap junctions contain intercellular channels that allow direct communication between the cytosolic compartments of adjacent cells. Each gap junction channel is formed by docking of two 'hemichannels', each containing six connexins, contributed by each neighboring cell. These channels permit the direct transfer of small molecules including ions, amino acids, nucleotides, second messengers and other metabolites between adjacent cells. Gap junctional communication is essential for many physiological events, including embryonic development, electrical coupling, metabolic transport, apoptosis, and tissue homeostasis. Communication through Gap Junction is sensitive to a variety of stimuli, including changes in the level of intracellular Ca2+, pH, transjunctional applied voltage and phosphorylation/dephosphorylation processes. This figure represents the possible activation routes of different protein kinases involved in Cx43 and Cx36 phosphorylation.",Cellular Processes, Cellular community - eukaryotes,"['10751659', '10873290', '12566218', '14506308', '15033578', '15033579', '15033580', '15094344', '15955302', '9535909']"
map04550,Signaling pathways regulating pluripotency of stem cells,"Pluripotent stem cells (PSCs) are basic cells with an indefinite self-renewal capacity and the potential to generate all the cell types of the three germinal layers. The types of PSCs known to date include embryonic stem (ES) and induced pluripotent stem (iPS) cells. ES cells are derived from the inner cell mass (ICM) of blastocyst-stage embryos. iPS cells are generated by reprogramming somatic cells back to pluripotent state with defined reprogramming factors, Oct4, Sox2, Klf4 and c-Myc (also known as Yamanaka factors). PSCs including ES cells and iPS cells are categorized into two groups by their morphology, gene expression profile and external signal dependence. Conventional mouse-type ES/iPS cells are called 'naive state' cells. They are mainly maintained under the control of LIF and BMP signaling. On the other hand, human-type ES/iPS cells, which are in need of Activin and FGF signaling, are termed 'primed state'. However, these signaling pathways converge towards the activation of a core transcriptional network that is similar in both groups and involves OCt4, Nanog and Sox2. The three transcription factors and their downstream target genes coordinately promote self-renewal and pluripotency.",Cellular Processes, Cellular community - eukaryotes,"['16153702', '16518401', '17211451', '17647265', '18220859', '18295576', '18414030', '19427042', '19551525', '19571885', '20705693', '22298652', '22649650', '23370346', '23585347', '23653415', '24147644', '24315442', '24910449', '24957798']"
map04610,Complement and coagulation cascades,"The complement system is a proteolytic cascade in blood plasma and a mediator of innate immunity, a nonspecific defense mechanism against pathogens. There are three pathways of complement activation: the classical pathway, the lectin pathway, and the alternative pathway. All of these pathways generate a crucial enzymatic activity that, in turn, generates the effector molecules of complement. The main consequences of complement activation are the opsonization of pathogens, the recruitment of inflammatory and immunocompetent cells, and the direct killing of pathogens. Blood coagulation is another series of proenzyme-to-serine protease conversions, culminating the formation of thrombin, the enzyme responsible for the conversion of soluble fibrinogen to the insoluble fibrin clot. Protease-activated receptors, such as those activated by thrombin, are members of G protein-coupled receptors and function as a mediator of innate immunity. The kallikrein-kinin system is an endogenous metabolic cascade, triggering of which results in the release of vasoactive kinins (bradykinin-related peptides). Kinin peptides are implicated in many physiological and pathological processes including the regulation of blood pressure and sodium homeostasis, inflammatory processes, and the cardioprotective effects of preconditioning.",Organismal Systems, Immune system,"['17635716', '20027185', '21811895', '23110467', '23564577', '23564578', '23911436', '24924409', '25309880', '25568220', '25705421', '25979655', '26082779', '26324800', '26489954']"
map04611,Platelet activation,"Platelets play a key and beneficial role for primary hemostasis on the disruption of the integrity of vessel wall. Platelet adhesion and activation at sites of vascular wall injury is initiated by adhesion to adhesive macromolecules, such as collagen and von Willebrand factor (vWF), or by soluble platelet agonists, such as ADP, thrombin, and thromboxane A2. Different receptors are stimulated by various agonists, almost converging in increasing intracellular Ca2+ concentration that stimulate platelet shape change and granule secretion and ultimately induce the ""inside-out"" signaling process leading to activation of the ligand-binding function of integrin alpha IIb beta 3. Binding of alpha IIb beta 3 to its ligands, mainly fibrinogen, mediates platelet adhesion and aggregation and triggers ""outside-in"" signaling, resulting in platelet spreading, additional granule secretion, stabilization of platelet adhesion and aggregation, and clot retraction.",Organismal Systems, Immune system,"['16149014', '17158345', '18174460', '18363565', '18544684', '18550847', '18641368', '19286885', '19630797', '20002545', '20089227', '21071698', '22119499', '22701130', '23106920', '23805129']"
map04612,Antigen processing and presentation,,Organismal Systems, Immune system,"['11244040', '11905820', '12776207', '12974477', '15224093', '15224094', '15304636', '15653312', '15653315', '15745856', '15771591', '15814328', '16181333', '16200082', '20010787']"
map04614,Renin-angiotensin system,"The renin-angiotensin system (RAS) is a peptidergic system with endocrine characteristics regarding to the regulation of the blood pressure and hydro-electrolytic balance. In the classical RAS, the enzyme renin cleaves its substrate angiotensinogen (Agt) forming the decapeptide angiotensin I that is in turn cleaved by angiotensin-converting enzyme (ACE) to produce the angiotensin II (Ang II), a key player of this system. Ang II activates its AT1 receptor (AT1R), the principal receptor that mediates the majority of the known actions of Ang II in the kidney, including vasoconstriction, renal sodium (Na+) reabsorption, and aldosterone secretion, increasing blood pressure and contributing to the development of hypertension. In addition to (ACE)/Ang II/AT1R and AT2R axis, other signaling pathways in the RAS, such as ACE2/angiotensin-(1-7)/Mas and Ang IV/IRAP, and other active peptide of the RAS, with physiological relevance as Ang III, Ang A and alamandine, are now widely recognized.",Organismal Systems, Endocrine system,"['12019279', '12372844', '12419208', '12505055', '12793984', '15109615', '15173164', '15549171', '15549172', '15833268', '16286563', '16555051', '16581295', '17229979', '17362841', '18793332', '21951628', '23692861', '24273531', '24760442', '25332897']"
map04620,Toll-like receptor signaling pathway,"Specific families of pattern recognition receptors are responsible for detecting microbial pathogens and generating innate immune responses. Toll-like receptors (TLRs) are membrane-bound receptors identified as homologs of Toll in Drosophila. Mammalian TLRs are expressed on innate immune cells, such as macrophages and dendritic cells, and respond to the membrane components of Gram-positive or Gram-negative bacteria. Pathogen recognition by TLRs provokes rapid activation of innate immunity by inducing production of proinflammatory cytokines and upregulation of costimulatory molecules. TLR signaling pathways are separated into two groups: a MyD88-dependent pathway that leads to the production of proinflammatory cytokines with quick activation of NF-{kappa}B and MAPK, and a MyD88-independent pathway associated with the induction of IFN-beta and IFN-inducible genes, and maturation of dendritic cells with slow activation of NF-{kappa}B and MAPK.",Organismal Systems, Immune system,"['11101877', '12734364', '14698224', '14751764', '16497588', '16924467', '16932750', '17275323', '17395581', '17457343', '17507094', '17637696']"
map04621,NOD-like receptor signaling pathway,"Specific families of pattern recognition receptors are responsible for detecting various pathogens and generating innate immune responses. The intracellular NOD-like receptor (NLR) family contains more than 20 members in mammals and plays a pivotal role in the recognition of intracellular ligands. NOD1 and NOD2, two prototypic NLRs, sense the cytosolic presence of the bacterial peptidoglycan fragments that escaped from endosomal compartments, driving the activation of NF-{kappa}B and MAPK, cytokine production and apoptosis. On the other hand, a different set of NLRs induces caspase-1 activation through the assembly of multiprotein complexes called inflammasomes. The activated of caspase-1 regulates maturation of the pro-inflammatory cytokines IL-1B, IL-18 and drives pyroptosis.",Organismal Systems, Immune system,"['16493424', '19767725', '20643110', '21575908', '22430786', '22819539', '23124073', '23215645', '23702978', '23846113', '24707857', '24718315', '24840700', '25145756', '25330206', '25526305', '25816776', '25879280', '25879288', '26121197', '26482951', '26549800', '26655628', '27012466', '27291964', '29148036']"
map04622,RIG-I-like receptor signaling pathway,"Specific families of pattern recognition receptors are responsible for detecting viral pathogens and generating innate immune responses. Non-self RNA appearing in a cell as a result of intracellular viral replication is recognized by a family of cytosolic RNA helicases termed RIG-I-like receptors (RLRs). The RLR proteins include RIG-I, MDA5, and LGP2 and are expressed in both immune and nonimmune cells. Upon recognition of viral nucleic acids, RLRs recruit specific intracellular adaptor proteins to initiate signaling pathways that lead to the synthesis of type I interferon and other inflammatory cytokines, which are important for eliminating viruses.",Organismal Systems, Immune system,"['15208624', '18272355', '18439848', '18549796', '18591413', '18984593', '19076341', '19120475', '19120476', '19224920', '19539500', '19615405', '32668226']"
map04623,Cytosolic DNA-sensing pathway,"Specific families of pattern recognition receptors are responsible for detecting foreign DNA from invading microbes or host cells and generating innate immune responses. DAI is the first identified sensor of cytosolic DNA which activates the IRF and NF-{kappa}B transcription factors, leading to production of type I interferon and other cytokines. The second type of cytoplasmic DNA sensor is AIM2. Upon sensing DNA, AIM2 triggers the assembly of the inflammasome, culminating in interleukin maturation. In addition to these receptors, there is a mechanism to sense foreign DNA, with the host RNA polymerase III converting the DNA into RNA for recognition by the RNA sensor RIG-I. These pathways provide various means to alert the cell.",Organismal Systems, Immune system,"['16286919', '18280611', '18375758', '18573338', '18724932', '18941233', '19122387', '19321146', '19362700', '19497760', '19567913', '19590578', '19665965', '19767723', '23258413', '32829024', '34504660', '34949589', '34970269', '35006429']"
map04624,Toll and Imd signaling pathway,"Insects, such as Drosophila, have evolved complex mechanisms to combat microbial infection. TOLL and IMD pathways are responsible for the immune response that functions through the production of antimicrobial peptides (AMPs). The TOLL pathway mainly detects fungi, Gram-positive bacteria and virulence factors (proteases et al.). Activation of the TOLL pathway results in degradation of Cactus and localization of Dorsal and Dif to the nucleus. On the other hand, the IMD pathway responses to Gram-negative bacteria and leads to the activation of Relish. Dorsal, Dif and Relish induce the transcriptional up-regulation of AMPs in the nucleus.",Organismal Systems, Immune system,"['15556270', '17343912', '17948019', '21209287', '21364998', '21625362', '22076558', '22368770', '22549468', '22824741', '23632253', '23893105', '24706930', '25421701', '25674081', '26290570', '26385528', '27851910', '29398649']"
map04625,C-type lectin receptor signaling pathway,"C-type lectin receptors (CLRs) are a large superfamily of proteins characterized by the presence of one or more C-type lectin-like domains (CTLDs). CLRs function as pattern-recognition receptors (PRRs) for pathogen-derived ligands in dendric cells, macrophages, neutrophils, etc., such as Dectin-1 and Dectin-2 for recognition of fungi-derived B-glucan and high mannose-type carbohydrates. Upon ligand binding, CLRs stimulate intracellular signaling cascades that induce the production of inflammatory cytokines and chemokines, consequently triggering innate and adaptive immunity to pathogens.",Organismal Systems, Immune system,"['18998127', '19122653', '19521399', '21350579', '21924922', '22170181', '22344277', '22973279', '23570314', '24009832', '24867235', '25002863', '27291962', '27999992', '28604735', '28606994', '28640912', '29449845']"
map04626,Plant-pathogen interaction,"Plants lack animal-like adaptive immunity mechanisms, and therefore have evolved a specific system with multiple layers against invading pathogens. The primary response includes the perception of pathogens by cell-surface pattern-recognition receptors (PRRs) and is referred to as PAMP-triggered immunity (PTI). Activation of FLS2 and EFR triggers MAPK signaling pathway that activates defense genes for antimictobial compounds. The increase in the cytosolic Ca2+ concentration is also a regulator for production of reactive oxygen species and localized programmed cell death/hypersensitive response. The secondary response is called effector-triggered immunity (ETI). Pathogens can acquire the ability to suppress PTI by directly injecting effector proteins into the plant cell through secretion systems. In addition, pathogens can manipulate plant hormone signaling pathways to evade host immune responses using coronatine toxin. Some plants possess specific intracellular surveillance proteins (R proteins) to monitor the presence of pathogen virulence proteins. This ETI occurs with localized programmed cell death to arrest pathogen growth, resulting in cultivar-specific disease resistance.",Organismal Systems, Environmental adaptation,"['11459065', '11875555', '14711430', '15862106', '15922649', '16497589', '16677430', '16697674', '16936700', '17108957', '17451411', '17714518', '17876517', '18206360', '19423812', '19748302', '19794842', '9868361']"
map04630,JAK-STAT signaling pathway,"The Janus kinase/signal transducers and activators of transcription (JAK/STAT) pathway is one of a handful of pleiotropic cascades used to transduce a multitude of signals for development and homeostasis in animals, from humans to flies. In mammals, the JAK/STAT pathway is the principal signaling mechanism for a wide array of cytokines and growth factors. Following the binding of cytokines to their cognate receptor, STATs are activated by members of the JAK family of tyrosine kinases. Once activated, they dimerize and translocate to the nucleus and modulate the expression of target genes. In addition to the activation of STATs, JAKs mediate the recruitment of other molecules such as the MAP kinases, PI3 kinase etc. These molecules process downstream signals via the Ras-Raf-MAP kinase and PI3 kinase pathways which results in the activation of additional transcription factors.",Environmental Information Processing, Signal transduction,"['10851053', '11114747', '16204702', '21034406', '21372217', '22339650', '22383755', '23735217', '24069565', '24606160', '25217450', '25587654', '30267440', '8682149', '32203403', '34492272']"
map04640,Hematopoietic cell lineage,"Blood-cell development progresses from a hematopoietic stem cell (HSC), which can undergo either self-renewal or differentiation into a multilineage committed progenitor cell: a common lymphoid progenitor (CLP) or a common myeloid progenitor (CMP). A CLP gives rise to the lymphoid lineage of white blood cells or leukocytes-the natural killer (NK) cells and the T and B lymphocytes. A CMP gives rise to the myeloid lineage, which comprises the rest of the leukocytes, the erythrocytes (red blood cells), and the megakaryocytes that produce platelets important in blood clotting. Cells undergoing these differentiation process express a stage- and lineage-specific set of surface markers. Therefore cellular stages are identified by the specific expression patterns of these genes.",Organismal Systems, Immune system,"['11905810', '12360214', '12415312', '14670296', '14985712', '15156179', '15629410', '15738953', '15771582', '9927518']"
map04657,IL-17 signaling pathway,"The interleukin 17 (IL-17) family, a subset of cytokines consisting of IL-17A-F, plays crucial roles in both acute and chronic inflammatory responses. IL-17A, the hallmark cytokine of the newly defined T helper 17 (TH17) cell subset, has important roles in protecting the host against extracellular pathogens, but also promotes inflammatory pathology in autoimmune disease, whereas IL-17F is mainly involved in mucosal host defense mechanisms. IL-17E (IL-25) is an amplifier of Th2 immune responses. IL-17C has biological functions similar to those of IL-17A. The functions of IL-17B and IL-17D remain largely elusive. The IL-17 family signals via their correspondent receptors and activates downstream pathways that include NF-kappaB, MAPKs and C/EBPs to induce the expression of antimicrobial peptides, cytokines and chemokines. The receptor proximal adaptor Act1 (an NF-kappaB activator 1) is considered as the master mediator in IL-17A signaling. It is likely that Act1 is a common signal adaptor also shared by other members mediated signalings in this family.",Organismal Systems, Immune system,"['17027518', '17177681', '17921324', '18178098', '18701318', '19575028', '20177959', '20383173', '20514051', '21074482', '21130872', '21155836', '21349428', '21852080', '22324470', '22851696', '23116200', '23557798', '23917206', '24011563', '25145755', '26252407']"
map04658,Th1 and Th2 cell differentiation,"Immunity to different classes of microorganisms is orchestrated by separate lineages of effector T helper (TH)-cells, which differentiate from naive CD4+ precursor cells in response to cues provided by antigen presenting cells (APC) and include T helper type 1 (Th1) and Th2. Th1 cells are characterized by the transcription factor T-bet and signal transducer and activator of transcription (STAT) 4, and the production of IFN-gamma. These cells stimulate strong cell-mediated immune responses, particularly against intracellular pathogens. On the other hand, transcription factors like GATA-3 and STAT6 drive the generation of Th2 cells that produce IL-4, IL-5 and IL-13 and are necessary for inducing the humoral response to combat parasitic helminths (type 2 immunity) and isotype switching to IgG1 and IgE. The balance between Th1/Th2 subsets determines the susceptibility to disease states, where the improper development of Th2 cells can lead to allergy, while an overactive Th1 response can lead to autoimmunity.",Organismal Systems, Immune system,"['11121747', '11752608', '12171942', '15819694', '19151746', '19151747', '19165228', '19362457', '19375293', '20065998', '20969597', '22044277', '22566933', '23336087', '23405903', '23624818', '24113868', '26044597']"
