PMID,Title,DOI,Abstract
16595667,"Arabidopsis thaliana VTC4 encodes L-galactose-1-P phosphatase, a plant ascorbic acid biosynthetic enzyme.",10.1074/jbc.M601409200,"In plants, a proposed ascorbate (vitamin C) biosynthesis pathway occurs via GDP-D-mannose (GDP-D-Man), GDP-L-galactose (GDP-L-Gal), and L-galactose. However, the steps involved in the synthesis of L-Gal from GDP-L-Gal in planta are not fully characterized. Here we present evidence for an in vivo role for L-Gal-1-P phosphatase in plant ascorbate biosynthesis. We have characterized a low ascorbate mutant (vtc4-1) of Arabidopsis thaliana, which exhibits decreased ascorbate biosynthesis. Genetic mapping and sequencing of the VTC4 locus identified a mutation (P92L) in a gene with predicted L-Gal-1-P phosphatase activity (At3g02870). Pro-92 is within a beta-bulge that is conserved in related myo-inositol monophosphatases. The mutation is predicted to disrupt the positioning of catalytic amino acid residues within the active site. Accordingly, L-Gal-1-P phosphatase activity in vtc4-1 was approximately 50% of wild-type plants. In addition, vtc4-1 plants incorporate significantly more radiolabel from [2-(3)H]Man into L-galactosyl residues suggesting that the mutation increases the availability of GDP-L-Gal for polysaccharide synthesis. Finally, a homozygous T-DNA insertion line, which lacks a functional At3g02870 gene product, is also ascorbate-deficient (50% of wild type) and deficient in L-Gal-1-P phosphatase activity. Genetic complementation tests revealed that the insertion mutant and VTC4-1 are alleles of the same genetic locus. The significantly lower ascorbate and perturbed L-Gal metabolism in vtc4-1 and the T-DNA insertion mutant indicate that L-Gal-1-P phosphatase plays a role in plant ascorbate biosynthesis. The presence of ascorbate in the T-DNA insertion mutant suggests there is a bypass to this enzyme or that other pathways also contribute to ascorbate biosynthesis."
16595677,Identification of a novel arabinofuranosyltransferase (AftA) involved in cell wall arabinan biosynthesis in Mycobacterium tuberculosis.,10.1074/jbc.M600045200,"The cell wall mycolyl-arabinogalactan-peptidoglycan complex is essential in mycobacterial species, such as Mycobacterium tuberculosis, and is the target of several anti-tubercular drugs. For instance, ethambutol targets arabinogalactan biosynthesis through inhibition of the arabinofuranosyltransferases Mt-EmbA and Mt-EmbB. Following a detailed bioinformatics analysis of genes surrounding the conserved emb locus, we present the identification and characterization of a novel arabinofuranosyltransferase AftA (Rv3792). The enzyme catalyzes the addition of the first key arabinofuranosyl residue from the sugar donor beta-D-arabinofuranosyl-1-monophosphoryldecaprenol to the galactan domain of the cell wall, thus ""priming"" the galactan for further elaboration by the arabinofuranosyltransferases. Because aftA is an essential gene in M. tuberculosis, we deleted its orthologue in Corynebacterium glutamicum to produce a slow growing but viable mutant. Analysis of its cell wall revealed the complete absence of arabinose resulting in a truncated cell wall structure possessing only a galactan core with a concomitant loss of cell wall-bound mycolates. Complementation of the mutant was fully restored to the wild type phenotype by Cg-aftA. In addition, by developing an in vitro assay using recombinant Escherichia coli expressing Mt-aftA and use of cell wall galactan as an acceptor, we demonstrated the transfer of arabinose from beta-D-arabinofuranosyl-1-monophosphoryldecaprenol to galactan, and unlike the Mt-Emb proteins, Mt-AftA was not inhibited by ethambutol. This newly discovered glycosyltransferase represents an attractive drug target for further exploitation by chemotherapeutic intervention."
16597948,Purification and characterization of TrzF: biuret hydrolysis by allophanate hydrolase supports growth.,10.1128/AEM.72.4.2491-2495.2006,"TrzF, the allophanate hydrolase from Enterobacter cloacae strain 99, was cloned, overexpressed in the presence of a chaperone protein, and purified to homogeneity. Native TrzF had a subunit molecular weight of 65,401 and a subunit stoichiometry of alpha(2) and did not contain significant levels of metals. TrzF showed time-dependent inhibition by phenyl phosphorodiamidate and is a member of the amidase signature protein family. TrzF was highly active in the hydrolysis of allophanate but was not active with urea, despite having been previously considered a urea amidolyase. TrzF showed lower activity with malonamate, malonamide, and biuret. The allophanate hydrolase from Pseudomonas sp. strain ADP, AtzF, was also shown to hydrolyze biuret slowly. Since biuret and allophanate are consecutive metabolites in cyanuric acid metabolism, the low level of biuret hydrolase activity can have physiological significance. A recombinant Escherichia coli strain containing atzD, encoding cyanuric acid hydrolase that produces biuret, and atzF grew slowly on cyanuric acid as a source of nitrogen. The amount of growth produced was consistent with the liberation of 3 mol of ammonia from cyanuric acid. In vitro, TrzF was shown to hydrolyze biuret to liberate 3 mol of ammonia. The biuret hydrolyzing activity of TrzF might also be physiologically relevant in native strains. E. cloacae strain 99 grows on cyanuric acid with a significant accumulation of biuret."
16631601,Human Mpv17-like protein is localized in peroxisomes and regulates expression of antioxidant enzymes.,10.1016/j.bbrc.2006.04.008,"M-LP (Mpv17-like protein) is a protein that was initially identified in mouse tissues and shows high sequence homology with Mpv17 protein, a peroxisomal membrane protein involved in the development of early-onset glomerulosclerosis [R. Iida, T. Yasuda, E. Tsubota, H. Takatsuka, M. Masuyama, T. Matsuki, K. Kishi, M-LP, Mpv17-like protein, has a peroxisomal membrane targeting signal comprising a transmembrane domain and a positively charged loop and up-regulates expression of the manganese superoxide dismutase gene, J. Biol. Chem. 278 (2003) 6301-6306]. Here we report the identification and characterization of a human homolog of the M-LP (M-LPH) gene. The M-LPH gene is composed of four exons, extends over 14kb on chromosome 16p13.1, and is expressed as two alternatively spliced variants comprising four and three exons, respectively, which include open-reading frames encoding two distinct isoforms composed of 196 (M-LPH1) and 147 (M-LPH2) amino acids, respectively. These two variants were expressed ubiquitously in human tissues, however only M-LPH1 was detected at the protein level. Dual-color confocal analysis of COS-7 cells transfected with a green fluorescent protein-tagged M-LPH1 demonstrated that M-LPH1 is localized in peroxisomes. In order to elucidate the function of M-LPH1, we examined the mRNA levels of several enzymes involved in the metabolism of reactive oxygen species in COS-7 cells and found that transfection with M-LPH1 down-regulates expression of the plasma glutathione peroxidase and catalase genes. These results show the existence of the human homolog of M-LP and its participation in reactive oxygen species metabolism."
16632608,Binding of 5'-GTP to the C-terminal FeS cluster of the radical S-adenosylmethionine enzyme MoaA provides insights into its mechanism.,10.1073/pnas.0510711103,"The first step in molybdenum cofactor biosynthesis, the conversion of 5'-GTP to precursor Z, an oxygen-sensitive tetrahydropyranopterin is catalyzed by the S-adenosylmethionine (SAM)-dependent enzyme MoaA and the accessory protein MoaC. This reaction involves the radical-initiated intramolecular rearrangement of the guanine C8 atom. MoaA harbors an N-terminal [4Fe-4S] cluster, which is involved in the reductive cleavage of SAM and generates a 5'-deoxyadenosyl radical (5'-dA*), and a C-terminal [4Fe-4S] cluster presumably involved in substrate binding and/or activation. Biochemical studies identified residues involved in 5'-GTP binding and the determinants of nucleotide specificity. The crystal structure of MoaA in complex with 5'-GTP confirms the biochemical data and provides valuable insights into the subsequent radical reaction. MoaA binds 5'-GTP with high affinity and interacts through its C-terminal [4Fe-4S] cluster with the guanine N1 and N2 atoms, in a yet uncharacterized binding mode. The tightly anchored triphosphate moiety prevents the escape of radical intermediates. This structure also visualizes the L-Met and 5'-dA cleavage products of SAM. Rotation of the 5'-dA ribose and/or conformational changes of the guanosine are proposed to bring the 5'-deoxyadenosyl radical into close proximity of either the ribose C2' and C3' or the guanine C8 carbon atoms leading to hydrogen abstraction."
16666853,Hydroxamic Acid glucosyltransferases from maize seedlings.,10.1104/pp.90.3.1071,"Hydroxamic acids occur in several forms in maize (Zea mays L.) with 2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one (DIMBOA) being the predominant form and others including 2,4-dihydroxy-1,4-benzoxazin-3-one (DIBOA) being found at lower concentrations. Two enzymes capable of glucosylating hydroxamic acids were identified in maize protein extracts and partially purified and characterized. The total enzyme activity per seedling increased during the first 4 days of germination and was concurrent with the accumulation of DIMBOA. Purification of the enzymes by ammonium sulfate precipitation followed by Sephadex G-200 and Q-Sepharose gel chromatography resulted in a 13-fold increase in specific activity. The enzymes are initially separated into two peaks (peak 1 and peak 2) of activity by Q-Sepharose gel chromatography. The peak 1 glucosyltransferase had 3.6% of the DIMBOA glucosylating activity when DIBOA was used as substrate, whereas this percentage increased to 57% for the peak 2 enzyme. The enzyme in peak 2 has a K(m) of 174 micromolar for DIMBOA and a K(m) of 638 micromolar for DIBOA; the enzyme in peak 1 has a K(m) of 217 micromolar for DIMBOA and its activity on DIBOA was too low to determine a K(m). The identification of two glucosyltransferases capable of glucosylating hydroxamic acids in vitro serves as an initial step in the characterization of the enzymes involved in production of hydroxamic acids in maize."
16667183,"Flavanone Glycoside Biosynthesis in Citrus: Chalcone Synthase, UDP-Glucose:Flavanone-7-O-Glucosyl-Transferase and -Rhamnosyl-Transferase Activities in Cell-Free Extracts.",10.1104/pp.91.4.1323,"Previous indirect evidence suggested that the biosynthesis of flavonoids in Citrus may not proceed via the usual chalcone synthase reaction and that glycosylation occurs during chalcone formation and not afterward, as has been reported in other species. We detected chalcone-synthase and UDP-glucose:flavanone-7-O-glucosyl-transferase activities in cell-free extracts of Citrus. The glucosylated flavanone was further rhamnosylated when exogenous UDP-glucose and NADPH were added to the extract. Chalcone-synthase activity was detected in cell-free extracts derived from young leaves and fruits. Young fruits (2 millimeter diameter) had the highest chalcone synthase activity. UDP-glucose:flavanone-7-O-glucosyl-transferase activity was measured in cell-free extracts derived from young leaves and fruits of Citrus mitis and Citrus maxima. The highest UDP-glucose:flavanone-7-O-glucosyl-transferase activity was found in young C. maxima leaves. These data indicate that Citrus contains a flavonoid pathway similar to that studied in other species."
16700615,Molecular biology of human gliomas.,10.1177/153303460600500302,"Human gliomas are the most common primary central nervous system neoplasm, and they are a complex, heterogeneous, and difficult disease to treat. In the past two decades, advances in molecular biology have revolutionized our understanding of the mechanism by which these neoplasms are initiated and progress. While surgery, radiation therapy, and chemotherapy have roles to play in the treatment of patients with gliomas; these therapies are self-limited because of the intrinsic resistance of glioma cells to therapy, and the diffusely infiltrating nature of the lesions. It is now known that malignant gliomas arise from a number of well-characterized genetic alterations and activations of oncogenes and inactivation of tumor suppressor genes. These genetic alterations disrupt critical cell cycle, growth factor activation, apoptotic, cell motility, and invasion pathways that lead to phenotypic changes and neoplastic transformation. Research in each of these fields has uncovered potential therapeutic targets that look promising for disease control. Gliomas can now be modeled with fidelity and reproducibility using several transgenic and knockout strategies. Transgenic mouse models are facilitating the testing of various therapeutic strategies in vivo. Finally, the recognition of the putative brain tumor stem cell, the tumor initiating cell in brain cancer, provides an enticing target through which we could eliminate the source of the brain tumor with increased efficacy and less toxicity to normal tissues. In this review, we provide an up-to-date discussion of the many of key technologies and tools that are being used in molecular biology to advance our understanding of the biological behavior of human malignant gliomas."
16707670,"The ectD gene, which is involved in the synthesis of the compatible solute hydroxyectoine, is essential for thermoprotection of the halophilic bacterium Chromohalobacter salexigens.",10.1128/JB.00136-06,"The halophilic bacterium Chromohalobacter salexigens synthesizes and accumulates compatible solutes in response to salt and temperature stress. (13)C-nuclear magnetic resonance analysis of cells grown in minimal medium at the limiting temperature of 45 degrees C revealed the presence of hydroxyectoine, ectoine, glutamate, trehalose (not present in cells grown at 37 degrees C), and the ectoine precursor, Ngamma-acetyldiaminobutyric acid. High-performance liquid chromatography analyses showed that the levels of ectoine and hydroxyectoine were maximal during the stationary phase of growth. Accumulation of hydroxyectoine was up-regulated by salinity and temperature, whereas accumulation of ectoine was up-regulated by salinity and down-regulated by temperature. The ectD gene, which is involved in the conversion of ectoine to hydroxyectoine, was isolated as part of a DNA region that also contains a gene whose product belongs to the AraC-XylS family of transcriptional activators. Orthologs of ectD were found within the sequenced genomes of members of the proteobacteria, firmicutes, and actinobacteria, and their products were grouped into the ectoine hydroxylase subfamily, which was shown to belong to the superfamily of Fe(II)- and 2-oxoglutarate-dependent oxygenases. Analysis of the ectoine and hydroxyectoine contents of an ectABC ectD mutant strain fed with 1 mM ectoine or hydroxyectoine demonstrated that ectD is required for the main ectoine hydroxylase activity in C. salexigens. Although in minimal medium at 37 degrees C the wild-type strain grew with 0.5 to 3.0 M NaCl, with optimal growth at 1.5 M NaCl, at 45 degrees C it could not cope with the lowest (0.75 M NaCl) or the highest (3.0 M NaCl) salinity, and it grew optimally at 2.5 M NaCl. The ectD mutation caused a growth defect at 45 degrees C in minimal medium with 1.5 to 2.5 M NaCl, but it did not affect growth at 37 degrees C at any salinity tested. With 2.5 M NaCl, the ectD mutant synthesized 38% (at 37 degrees C) and 15% (at 45 degrees C) of the hydroxyectoine produced by the wild-type strain. All of these data reveal that hydroxyectoine synthesis mediated by the ectD gene is thermoregulated and essential for thermoprotection of C. salexigens."
16715045,No mercy for messages that mess with the ribosome.,10.1038/nsmb0406-299,
16723977,Early nonsense: mRNA decay solves a translational problem.,10.1038/nrm1942,"Gene expression is highly accurate and rarely generates defective proteins. Several mechanisms ensure this fidelity, including specialized surveillance pathways that rid the cell of mRNAs that are incompletely processed or that lack complete open reading frames. One such mechanism, nonsense-mediated mRNA decay, is triggered when ribosomes encounter a premature translation-termination--or nonsense--codon. New evidence indicates that the specialized factors that are recruited for this process not only promote rapid mRNA degradation, but are also required to resolve a poorly dissociable termination complex."
16740475,A hedgehog-induced BTB protein modulates hedgehog signaling by degrading Ci/Gli transcription factor.,10.1016/j.devcel.2006.05.004,"The Ci/Gli family of transcription factors mediates Hedgehog (Hh) signaling in many key developmental processes. Here we identify a Hh-induced MATH and BTB domain containing protein (HIB) as a negative regulator of the Hh pathway. Overexpressing HIB down regulates Ci and blocks Hh signaling, whereas inactivating HIB results in Ci accumulation and enhanced pathway activity. HIB binds the N- and C-terminal regions of Ci, both of which mediate Ci degradation. HIB forms a complex with Cul3, a scaffold for modular ubiquitin ligases, and promotes Ci ubiquitination and degradation through Cul3. Furthermore, HIB-mediated Ci degradation is stimulated by Hh and inhibited by Suppressor of Fused (Sufu). The mammalian homolog of HIB, SPOP, can functionally substitute for HIB, and Gli proteins are degraded by HIB/SPOP in Drosophila. We provide evidence that HIB prevents aberrant Hh signaling posterior to the morphogenic furrow, which is essential for normal eye development."
16765910,Substrate specificity of Arabidopsis 3-ketoacyl-CoA synthases.,10.1016/j.bbrc.2006.05.162,"The very long chain fatty acids (VLCFA) incorporated into plant lipids are derived from the iterative addition of C2 units provided by malonyl-CoA to an acyl-CoA by the 3-ketoacyl-CoA synthase (KCS) component of a fatty acid elongase (FAE) complex. Mining of the Arabidopsis genome sequence database revealed 20 genes with homology to seed-specific FAE1 KCS. Eight of the 20 putative KCSs were cloned, expressed in yeast, and isolated as (His)6 fusion proteins. Five of the eight (At1g71160, At1g19440, At1g07720, At5g04530, and At4g34250) had little or no activity with C16 to C20 substrates while three demonstrated activity with C16, C18, and C20 saturated acyl-CoA substrates. At1g01120 KCS (KCS1) and At2g26640 KCS had broad substrate specificities when assayed with saturated and mono-unsaturated C16 to C24 acyl-CoAs while At4g34510 KCS was specific for saturated fatty acyl-CoA substrates."
16766188,The RNA degradosome: life in the fast lane of adaptive molecular evolution.,10.1016/j.tibs.2006.05.005,"In Escherichia coli, the multi-enzyme RNA degradosome contributes to the global, posttranscriptional regulation of gene expression. The degradosome components are recognized through natively unstructured ""microdomains"" comprising as few as 15-40 amino acids. Consequently, the degradosome might experience a comparatively smaller number of evolutionary constraints, because there is little requirement to maintain a folded state for the interaction sites. New regulatory properties of the degradosome could arise with relative rapidity, because partners that modify its function could be recruited by quickly evolving microdomains. The unusual combination of the centrality of RNA degradation in gene expression and the generality of natively unstructured microdomains in recognition can fortuitously confer a capacity for efficacious adaptive change to degradosome-like assemblies in eubacteria."
16774647,Genetical metabolomics of flavonoid biosynthesis in Populus: a case study.,10.1111/j.1365-313X.2006.02786.x,"Genetical metabolomics [metabolite profiling combined with quantitative trait locus (QTL) analysis] has been proposed as a new tool to identify loci that control metabolite abundances. This concept was evaluated in a case study with the model tree Populus. Using HPLC, the peak abundances were analyzed of 15 closely related flavonoids present in apical tissues of two full-sib poplar families, Populus deltoides cv. S9-2 x P. nigra cv. Ghoy and P. deltoides cv. S9-2 x P. trichocarpa cv. V24, and correlation and QTL analysis were used to detect flux control points in flavonoid biosynthesis. Four robust metabolite quantitative trait loci (mQTL), associated with rate-limiting steps in flavonoid biosynthesis, were mapped. Each mQTL was involved in the flux control to one or two flavonoids. Based on the identities of the affected metabolites and the flavonoid pathway structure, a tentative function was assigned to three of these mQTL, and the corresponding candidate genes were mapped. The data indicate that the combination of metabolite profiling with QTL analysis is a valuable tool to identify control points in a complex metabolic pathway of closely related compounds."
16775784,Biodegradation of dibenzofuran by Janibacter terrae strain XJ-1.,10.1007/s00284-005-0180-1,"The dibenzofuran (DF)-degrading bacterium, Janibacter terrae strain XJ-1, was isolated from sediment from East Lake in Wuhan, China. This strain grows aerobically on DF as the sole source of carbon and energy; it has a doubling time of 12 hours at 30 degrees C; and it almost completely degraded 100 mg/L(-1) DF in 5 days, producing 2,2',3-trihydroxybiphenyl, salicylic acid, gentisic acid, and other metabolites. The dbdA (DF dioxygenase) gene cluster in the strain is almost identical to that on a large plasmid in Terrabacter sp. YK3. Unlike Janibacter sp. strain YY-1, XJ-1 accumulates gentisic acid rather than catechol as a final product of DF degradation."
16777596,Dynamic nuclear pore complexes: life on the edge.,10.1016/j.cell.2006.05.027,"The exchange of molecules between the nucleus and cytoplasm is mediated through nuclear pore complexes (NPCs) embedded in the nuclear envelope. Altering the interactions between transport receptors and their cargo has been shown to be a major regulatory mechanism to control traffic through NPCs. New evidence now suggests that NPC proteins play active roles in translocation, and that transport is also controlled by dynamic changes in NPC composition and architecture. This view of ever-changing NPCs necessitates the re-evaluation of current models of nuclear transport and how this process is regulated."
16788179,The ribulose monophosphate pathway substitutes for the missing pentose phosphate pathway in the archaeon Thermococcus kodakaraensis.,10.1128/JB.00492-06,"The ribulose monophosphate (RuMP) pathway, involving 3-hexulose-6-phosphate synthase (HPS) and 6-phospho-3-hexuloisomerase (PHI), is now recognized as a widespread prokaryotic pathway for formaldehyde fixation and detoxification. Interestingly, HPS and PHI homologs are also found in a variety of archaeal strains, and recent biochemical and genome analyses have raised the possibility that the reverse reaction of formaldehyde fixation, i.e., ribulose 5-phosphate (Ru5P) synthesis from fructose 6-phosphate, may function in the biosynthesis of Ru5P in some archaeal strains whose pentose phosphate pathways are imperfect. In this study, we have taken a genetic approach to address this possibility by using the hyperthermophilic archaeon Thermococcus kodakaraensis KOD1. This strain possesses a single open reading frame (TK0475) encoding an HPS- and PHI-fused protein. The recombinant HPS-PHI-fused enzyme exhibited the expected HPS and PHI activities in both directions (formaldehyde fixing and Ru5P synthesizing). The TK0475 deletion mutant Delta hps-phi-7A did not exhibit any growth in minimal medium, while growth of the mutant strain could be recovered by the addition of nucleosides to the medium. This auxotrophic phenotype together with the catalytic properties of the HPS-PHI-fused enzyme reveal that HPS and PHI are essential for the biosynthesis of Ru5P, the precursor of nucleotides, showing that the RuMP pathway is the only relevant pathway for Ru5P biosynthesis substituting for the classical pentose phosphate pathway missing in this archaeon."
16820476,Identification of genes and proteins necessary for catabolism of acyclic terpenes and leucine/isovalerate in Pseudomonas aeruginosa.,10.1128/AEM.00853-06,"Geranyl-coenzyme A (CoA)-carboxylase (GCase; AtuC/AtuF) and methylcrotonyl-CoA-carboxylase (MCase; LiuB/LiuD) are characteristic enzymes of the catabolic pathway of acyclic terpenes (citronellol and geraniol) and of saturated methyl-branched compounds, such as leucine or isovalerate, respectively. Proteins encoded by two gene clusters (atuABCDEFGH and liuRABCDE) of Pseudomonas aeruginosa PAO1 were essential for acyclic terpene utilization (Atu) and for leucine and isovalerate utilization (Liu), respectively, as revealed by phenotype analysis of 10 insertion mutants, two-dimensional gel electrophoresis, determination of GCase and MCase activities, and Western blot analysis of wild-type and mutant strains. Analysis of the genome sequences of other pseudomonads (P. putida KT2440 and P. fluorescens Pf-5) revealed candidate genes for Liu proteins for both species and candidate genes for Atu proteins in P. fluorescens. This result concurred with the finding that P. fluorescens, but not P. putida, could grow on acyclic terpenes (citronellol and citronellate), while both species were able to utilize leucine and isovalerate. A regulatory gene, atuR, was identified upstream of atuABCDEFGH and negatively regulated expression of the atu gene cluster."
16823481,Arrhythmogenic right ventricular cardiomyopathy: moving toward mechanism.,10.1172/JCI29174,"Mutations in genes encoding desmosomal proteins have been identified as the major cause of arrhythmogenic right ventricular dysplasia/cardiomyopathy (ARVC), in which the right ventricle is ""replaced"" by fibrofatty tissue, resulting in lethal arrhythmias. In this issue of the JCI, Garcia-Gras et al. demonstrate that cardiac-specific loss of the desmosomal protein desmoplakin is sufficient to cause nuclear translocation of plakoglobin, upregulation of adipogenic genes in vitro, and a shift from a cardiomyocyte to an adipocyte cell fate in vivo (see the related article beginning on page 2012). This evidence for potential Wnt/beta-catenin signaling defects sets the scene for a comprehensive exploration of the contributions of this pathway to the pathophysiology of ARVC, not only through perturbation of cardiac patterning and development, but also through effects on myocardial differentiation and physiology."
16832053,Yellow flowers generated by expression of the aurone biosynthetic pathway.,10.1073/pnas.0604246103,"Flower color is most often conferred by colored flavonoid pigments. Aurone flavonoids confer a bright yellow color on flowers such as snapdragon (Antirrhinum majus) and dahlia (Dahlia variabilis). A. majus aureusidin synthase (AmAS1) was identified as the key enzyme that catalyzes aurone biosynthesis from chalcones, but transgenic flowers overexpressing AmAS1 gene failed to produce aurones. Here, we report that chalcone 4'-O-glucosyltransferase (4'CGT) is essential for aurone biosynthesis and yellow coloration in vivo. Coexpression of the Am4'CGT and AmAS1 genes was sufficient for the accumulation of aureusidin 6-O-glucoside in transgenic flowers (Torenia hybrida). Furthermore, their coexpression combined with down-regulation of anthocyanin biosynthesis by RNA interference (RNAi) resulted in yellow flowers. An Am4'CGT-GFP chimeric protein localized in the cytoplasm, whereas the AmAS1(N1-60)-RFP chimeric protein was localized to the vacuole. We therefore conclude that chalcones are 4'-O-glucosylated in the cytoplasm, their 4'-O-glucosides transported to the vacuole, and therein enzymatically converted to aurone 6-O-glucosides. This metabolic pathway is unique among the known examples of flavonoid, including anthocyanin biosynthesis because, for all other compounds, the carbon backbone is completed before transport to the vacuole. Our findings herein not only demonstrate the biochemical basis of aurone biosynthesis but also open the way to engineering yellow flowers for major ornamental species lacking this color variant."
16858867,The general transcription machinery and general cofactors.,10.1080/10409230600648736,"In eukaryotes, the core promoter serves as a platform for the assembly of transcription preinitiation complex (PIC) that includes TFIIA, TFIIB, TFIID, TFIIE, TFIIF, TFIIH, and RNA polymerase II (pol II), which function collectively to specify the transcription start site. PIC formation usually begins with TFIID binding to the TATA box, initiator, and/or downstream promoter element (DPE) found in most core promoters, followed by the entry of other general transcription factors (GTFs) and pol II through either a sequential assembly or a preassembled pol II holoenzyme pathway. Formation of this promoter-bound complex is sufficient for a basal level of transcription. However, for activator-dependent (or regulated) transcription, general cofactors are often required to transmit regulatory signals between gene-specific activators and the general transcription machinery. Three classes of general cofactors, including TBP-associated factors (TAFs), Mediator, and upstream stimulatory activity (USA)-derived positive cofactors (PC1/PARP-1, PC2, PC3/DNA topoisomerase I, and PC4) and negative cofactor 1 (NC1/HMGB1), normally function independently or in combination to fine-tune the promoter activity in a gene-specific or cell-type-specific manner. In addition, other cofactors, such as TAF1, BTAF1, and negative cofactor 2 (NC2), can also modulate TBP or TFIID binding to the core promoter. In general, these cofactors are capable of repressing basal transcription when activators are absent and stimulating transcription in the presence of activators. Here we review the roles of these cofactors and GTFs, as well as TBP-related factors (TRFs), TAF-containing complexes (TFTC, SAGA, SLIK/SALSA, STAGA, and PRC1) and TAF variants, in pol II-mediated transcription, with emphasis on the events occurring after the chromatin has been remodeled but prior to the formation of the first phosphodiester bond."
16859499,The prokaryotic antecedents of the ubiquitin-signaling system and the early evolution of ubiquitin-like beta-grasp domains.,10.1186/gb-2006-7-7-r60,"Ubiquitin (Ub)-mediated signaling is one of the hallmarks of all eukaryotes. Prokaryotic homologs of Ub (ThiS and MoaD) and E1 ligases have been studied in relation to sulfur incorporation reactions in thiamine and molybdenum/tungsten cofactor biosynthesis. However, there is no evidence for entire protein modification systems with Ub-like proteins and deconjugation by deubiquitinating enzymes in prokaryotes. Hence, the evolutionary assembly of the eukaryotic Ub-signaling apparatus remains unclear."
16866954,The effects of stress on plant cuticular waxes.,10.1111/j.1469-8137.2006.01826.x,"Plants are subject to a wide range of abiotic stresses, and their cuticular wax layer provides a protective barrier, which consists predominantly of long-chain hydrocarbon compounds, including alkanes, primary alcohols, aldehydes, secondary alcohols, ketones, esters and other derived compounds. This article discusses current knowledge relating to the effects of stress on cuticular waxes and the ways in which the wax provides protection against the deleterious effects of light, temperature, osmotic stress, physical damage, altitude and pollution. Topics covered here include biosynthesis, morphology, composition and function of cuticular waxes in relation to the effects of stress, and some recent findings concerning the effects of stress on regulation of wax biosynthesis are described."
16874388,Chemistry and biology of monoterpene indole alkaloid biosynthesis.,10.1039/b512615k,
16877059,In a nutshell: structure and assembly of the vaccinia virion.,10.1016/S0065-3527(06)66002-8,"Poxviruses comprise a large family of viruses characterized by a large, linear dsDNA genome, a cytoplasmic site of replication and a complex virion morphology. The most notorious member of the poxvirus family is variola, the causative agent of smallpox. The laboratory prototype virus used for the study of poxviruses is vaccinia, the virus that was used as a live, naturally attenuated vaccine for the eradication of smallpox. Both the morphogenesis and structure of poxvirus virions are unique among viruses. Poxvirus virions apparently lack any of the symmetry features common to other viruses such as helical or icosahedral capsids or nucleocapsids. Instead poxvirus virions appear as ""brick shaped"" or ""ovoid"" membrane-bound particles with a complex internal structure featuring a walled, biconcave core flanked by ""lateral bodies."" The virion assembly pathway involves a remarkable fabrication of membrane-containing crescents and immature virions, which evolve into mature virions in a process that is unparalleled in virology. As a result of significant advances in poxvirus genetics and molecular biology during the past 15 years, we can now positively identify over 70 specific gene products contained in poxvirus virions, and we can describe the effects of mutations in over 50 specific genes on poxvirus assembly. This review summarizes these advances and attempts to assemble them into a comprehensible and thoughtful picture of poxvirus structure and assembly."
16878994,In vitro evidence for the dual function of Alg2 and Alg11: essential mannosyltransferases in N-linked glycoprotein biosynthesis.,10.1021/bi060878o,"The biosynthesis of asparagine-linked glycoproteins utilizes a dolichylpyrophosphate-linked glycosyl donor (Dol-PP-GlcNAc(2)Man(9)Glc(3)), which is assembled by the series of membrane-bound glycosyltransferases that comprise the dolichol pathway. This biosynthetic pathway is highly conserved throughout eukaryotic evolution. While complementary genetic and bioinformatic approaches have enabled identification of most of the dolichol pathway enzymes in Saccharomyces cerevisiae, the roles of two of the mannosyltransferases in the pathway, Alg2 and Alg11, have remained ambiguous because these enzymes appear to catalyze only two of the remaining four unannotated transformations. To address this issue, a biochemical approach was taken using recombinant Alg2 and Alg11 from S. cerevisiae and defined dolichylpyrophosphate-linked substrates. A cell-membrane fraction isolated from Escherichia coli overexpressing thioredoxin-tagged Alg2 was used to demonstrate that this enzyme actually carries out an alpha1,3-mannosylation, followed by an alpha1,6-mannosylation, to form the first branched pentasaccharide intermediate of the pathway. Then, using thioredoxin-tagged Alg2 for the chemoenzymatic synthesis of the dolichylpyrophosphate pentasaccharide, it was thus possible to define the biochemical function of Alg11, which is to catalyze the next two sequential alpha1,2-mannosylations. The elucidation of the dual function of each of these enzymes thus completes the identification of the entire ensemble of glycosyltransferases that comprise the dolichol pathway."
